comment,gender,race,migrants,religion,sexual_orientation,acceptable
"Mogoče so pa zdej kaj ustavili. Mestna knjižnica LJ vem, da lahko tudi preko maila, telefona... 🤷‍♀️",0.0,0.0,0.0,0.0,0.0,1.0
"Smešn, ampak also iz Portugalske 🤣🤣🤣 pa o nekem truplu se gre ahahha",0.0,0.0,0.0,0.0,0.0,1.0
"Uspel jim je tudi ta 👇. Kdo bi si mislil, da se po 11 letih še vedno rad usedem v njega.😎",0.0,0.0,0.0,0.0,0.0,1.0
"Ravno zato, ker pravna drzava kolikor toliko deluje, se to ni zgodilo",0.0,0.0,0.0,0.0,0.0,1.0
V nebo nad parlamentom je na en mah poletela jata papirnatih letal.,0.0,0.0,0.0,0.0,0.0,1.0
Povecini se res trudijo in so v tem trenutku dalec najbolj izpostavljeni. Obstajajo pa res arogantne izjeme s strani kupcev. Od zmerjanja do grozenj z inspekcijo itd..,0.0,0.0,0.0,0.0,0.0,1.0
"Kaj je tukaj pametnega? Podjetje lahko obdrži vse zaposlene, ampak če po koncu ukrepov ne bo imelo za plače, kaj nuca zaposlitev? Ni bolje, da jih 50% obdrži službo, kot pa stečaj? Od kje vam ta vaša ekonomika?",0.0,0.0,0.0,0.0,0.0,1.0
"Oglasi se redko, a dobro. Dori je sicer punca.",0.0,0.0,0.0,0.0,0.0,1.0
"Za zdaj jim je smešno....znani epidemiolog je rekel. “Prepare for the worst, expect the best.""",0.0,0.0,0.0,0.0,0.0,1.0
"Lahko bi rekel tudi kaj kurtoaznega. Morda celo rahlo ironičnega, denimo ""Vesel dan upora vsem, ki ga praznujejo"". A potem bi imeli opraviti z drugo osebo. In tudi njegove izbire svetovalcev za odnose z javnostjo bi bili drugačne. Recimo kdo, ki o tem kaj ve.",0.0,0.0,0.0,0.0,0.0,1.0
"Kakšne preizkušnje ljudje doživljajo. Verjamem, da kjer ima Gospod osrednje mesto v družini, so težave mnogo lažje",0.0,0.0,0.0,0.0,0.0,1.0
"Leta 2019 sta v prometkah umrli 102 osebi. Opitost enkrat višja kot leta 2018. Torej imamo približno enkao mrtvih kot pri coronavirusu. Ali vlada kaj razmišlja o odvzemu vseh vozil, od skirojev dalje in prepovedi gibanja?",0.0,0.0,0.0,0.0,0.0,1.0
"Na Hrvaškem je bilo v zadnjem dnevu nekaj več okuženih, in sicer 104, umrli so trije oboleli s covidom-19.",0.0,0.0,0.0,0.0,0.0,1.0
Prvih 14 dni smo bili kar vsi bolj kot ne v skrbeh. Tudi novinarji.,0.0,0.0,0.0,0.0,0.0,1.0
"Demokracija se zatira sistematično, pa ne zgolj z njene strani.",0.0,0.0,0.0,0.0,0.0,1.0
"Poglej ga junaka! 😎 Je to iskreni nasmešek, ali le dobro skriva strah? 😱 Šalo na stran ... Ob svetovnem dnevu 🐍, je naš Davor poklical Kačofon ☎️ in se pozanimal o živalih, ki pri marsikomu zbujajo nelagodje. 😣 Zanimivosti izveš spodaj! ⬇️",0.0,0.0,0.0,0.0,0.0,1.0
Enačenje titoizma in slovenstva je zrelo za kazenski pregon.,0.0,0.0,0.0,0.0,0.0,1.0
"Danes sva pa z ženo nesla v žegn k MarinGolob. Preko FB , pa je vseeno bilo lepo.",0.0,0.0,0.0,0.0,0.0,1.0
"Afričanka, nato povezana s plemenom, ki so mu njeni predniki pripadali...In slovenska državljanka. Ni pa Slovenka.",0.0,0.0,0.0,0.0,0.0,1.0
Bernie Sanders zmagovalec strankarskih zborovanj v Nevadi,0.0,0.0,0.0,0.0,0.0,1.0
"Barbara Šinigoj: ""Že od malih nog sem prepevala najbližjim in že zelo mlada sem začutila, kakšno moč ima glas. Kako lahko preprosta melodija, zapeta iz srca, zapelje poslušalca v globino duše, do solz sreče ali žalosti.""",0.0,0.0,0.0,0.0,0.0,1.0
"Ponudil je več. Na takšen način ""kradejo"" tudi kadri in prodajne mreže.",0.0,0.0,0.0,0.0,0.0,1.0
"Anekdota pravi, da so mladeniči iz Stražišča sedeli pri Bučarju, ko se je reka delavcev iz kranjskih fabrik usula proti avtobusni postaji in je eden od njih (sicer znan umetnik, že pokojni) zavzdihnil:""O, kako se meni smilijo ti ljudje, ki morajo za mene delati!""",0.0,0.0,0.0,0.0,0.0,1.0
"Matej, koalicija se ne sestavlja na tv, ampak se pogaja za zaprtimi vrati.",0.0,0.0,0.0,0.0,0.0,1.0
"Imel sem strašno nočno moro, zazdelo se mi je, da z objavami na tviterju ni možno spremeniti politike, družbe ... sveta! Grozno je bilo.",0.0,0.0,0.0,0.0,0.0,1.0
"Obzirno z ! Blodnje in povišana temperatura sta prva znanilca okuženja s Covid19! ,čeprav, pomankanje kisika v možganih ponavadi ne naredi veliko škode pri ljudeh, ki trpijo za pomanjkanjem možganov. Pa vseeno, previdno z Zoranom! S katerimkoli.",0.0,0.0,0.0,0.0,0.0,1.0
Da dela akvarele! In je res doooobra!,0.0,0.0,0.0,0.0,0.0,1.0
"čakam na kakšen poimenski odgovor, da izmenjava informacije...",0.0,0.0,0.0,0.0,0.0,1.0
"Meni je nemški, mehki, optimistični, državniški, pristop mnogo bolj pri srcu.",0.0,0.0,0.0,0.0,0.0,1.0
"Vlada bo zagotovila denar za nagrade za ljudi, ki so v tej situaciji nadpovprečno obremenjeni in jo s svojim delom pomagajo reševati.",0.0,0.0,0.0,0.0,0.0,1.0
"Tudi španščina, francoščija in italijanščina fura diapozitive 🤔",0.0,0.0,0.0,0.0,0.0,1.0
"Onesnaženje, nesreče z nevarnimi snovmi 2. 05. 2020 16:41 - Prijava ‌‌ Ob 16.41 so na Zoisovi ulici v Kranju krajani zaznali vonj po plinu. Gasilci GARS Kranj so opravili meritve prisotnosti plina v stanovanjskem objektu. Naprava ni zaznala prisotnosti nevarnega plina.",0.0,0.0,0.0,0.0,0.0,1.0
Izredni ukrepi? Kar se mene tiče je to moj stil življenja zadnja leta. Je bilo prej preveč dinamike.,0.0,0.0,0.0,0.0,0.0,1.0
"Prometna nesreča 11. 07. 2020 20:08 - Prijava ‌‌ Ob 20.08 so na avtocesti Logatec–Unec, pri počivališču Lom, občina Logatec, trčila tri osebna vozila. Poškodovanih ni bilo. Gasilci PGD Dolnji Logatec in Cerknica so požarno in naletno zavarovali kraj dogodka ter izklopili aku…",0.0,0.0,0.0,0.0,0.0,1.0
"Ampak, kdor prvi vrže kamen, je v bistveni prednosti.",0.0,0.0,0.0,0.0,0.0,1.0
🇸🇮 Uhhh... Ob tem razgledu na slovenske gore. V tem ambientu! Ostaneš lahko samo brez komentarja --- &gt; to je Slovenija! 💯,0.0,0.0,0.0,0.0,0.0,1.0
"PV Nove Zelandije Jacinda Ardern se ni pustila pretirano motiti med televizijskim intervjujem, ko je to državo stresel kratek potres.",0.0,0.0,0.0,0.0,0.0,1.0
"Od tu je, v vseh letnih časih, eden najlepših pogledov dol na Ljubljano. 😌",0.0,0.0,0.0,0.0,0.0,1.0
Italija bo s 400 milijardami evrov reševala podjetja,0.0,0.0,0.0,0.0,0.0,1.0
"Sem mislil, da si liberalec in razumeš mesto sodne oblasti v sistemu ustroja države.",0.0,0.0,0.0,0.0,0.0,1.0
Potem bo pa pooblaščenka prodajala alkoholne pijače.,0.0,0.0,0.0,0.0,0.0,1.0
"37' Zahović do dvoboja s Sorčanom, priložnost za 2:0, zadel je gostujočega vratarja MiSkupajEnoSmo PLTS MBDOM",0.0,0.0,0.0,0.0,0.0,1.0
"Z mačko al pa s psom se je vsaj legitimno pogovarjat, ko si enkrat mojih let, ne pa tipkat neki v računalnik, da se ti pol zdi ""stari, sej se z nekom pogovarjam"", pa ""sej sm dobil dva herca, nekdo je zadovoljen, da sem jaz zadovoljen"".",0.0,0.0,0.0,0.0,0.0,1.0
"Ampak ne moremo zato ustaviti življenja. Če se virus resnično ponavlja, se pač ponavlja, ne glede ali si doma zaprt ali pač s tem živiš naprej. V Nemčiji so tam okrog 1920 mislili, da bo s tiskanjem denarja ljudstvo živelo. Na koncu je bila štruca kruha = 1 šajtrga denarja.",0.0,0.0,0.0,0.0,0.0,1.0
10. aprila je minilo eno leto od prvega posnetka neposredne okolice črne luknje astronomija črnaluknja eht ehtelescope,0.0,0.0,0.0,0.0,0.0,1.0
"Ali pa po Wishu in Aliexpressu klikali, naročevali in z državno kartico plačevali. Saj prinese pa poštar potem do doma :D",0.0,0.0,0.0,0.0,0.0,1.0
Iznad Bizeljskega se je sestavila zelo zanimiva celica z veliko medoblačnega bliskanja. Diskokugla za Posavce. VremePosavje,0.0,0.0,0.0,0.0,0.0,1.0
"1,5 m razdalje med učencema bi bilo možno doseči v učilnicah v zelo starih šolah. V sodobnih, cca. 8X8m (ali malo več), je to nemogoče.",0.0,0.0,0.0,0.0,0.0,1.0
"No, le oglejte si dogajanje okoli Agrokora in njegovih kreditov.",0.0,0.0,0.0,0.0,0.0,1.0
"""Če sem jim želela pomagati prebroditi težke čase in stresne situacije, težave s samopodobo in nihanja razpoloženja ter pri tem ohraniti zdravo pamet, sem morala razviti nova znanja in biti bolj potrpežljiva kot kadarkoli."" Starši najstnikov, NePrezrite",0.0,0.0,0.0,0.0,0.0,1.0
"No Mojca, eno natematično pravilo: ➡️ ekstremi niso stalni, slej kot prej se iz ene skrajne lege prevesijo v drugo! Torej ali lahko gre režimski ekstrem še višje? Z max 6000 nevladniki težko - lahko le še izzovejo nemir! Potem pa! Seveda bomo jim pa morali malo pomagat! 😉",0.0,0.0,0.0,0.0,0.0,1.0
Tole je hitrost 5 Grimsov ...,0.0,0.0,0.0,0.0,0.0,1.0
"Pri nas že od časa, ko se je demoniziralo liberalne reforme Miča Mrkaiča in politično eliminiralo Ljuba Sirca.",0.0,0.0,0.0,0.0,0.0,1.0
"js rabim stvari, k niso sam hrana. upam, da se kmal prilagodijo, ker bo očitno tole trajal.",0.0,0.0,0.0,0.0,0.0,1.0
"O ČEM JE GOVORIL PREDSEDNIK PAHOR 4. O tem , da Slovenci nismo obsojeni na razkol, da zmoremo enotnost, in da sta ena in druga možnost stvar politične izbire. Moramo si prizadevati za vse tisto, kar nam je skupnega in spoštovati tisto, v čemer smo si človeško različni.",0.0,0.0,0.0,0.0,0.0,1.0
Poslanska skupina Socialnih demokratov (SD) vodja: Han Matjaž namestnica vodje: Muršič Bojana člani: Baković Predrag Bevk Samo Hot Meira Knežak Soniboj Koprivc Marko Nemec Matjaž Prednik Jani Trček Franc Židan Dejan,0.0,0.0,0.0,0.0,0.0,1.0
"No, potem zupan ne bi napisal tistega sporocila ... bi skomuniciral drugace. Res tezko razumeti, da bi se ista zgodba ponovila kjerkoli drugje, ce bi ravnali na tak nacin npr. v Brezicah, Krskem, Mariboru, Novi Gorici?",0.0,0.0,0.0,0.0,0.0,1.0
"Tako da ima stene znotraj hladilnika bolj hladne kot je temperatura hrane, ki jo hladi/ oz. odvaja toploto.",0.0,0.0,0.0,0.0,0.0,1.0
O obiskovanju prostitutk s strani slovenskih policistov v sklopu tajnih policijskih operacij je več zapisano v naslednjem tvitu,0.0,0.0,0.0,0.0,0.0,1.0
"V sredo mam zadnjic tnz pred dopustom....povem to instruktorci,ona pa nazaj: o sej ti bom vaje napisala 🤢🤢🤢",0.0,0.0,0.0,0.0,0.0,1.0
"Danes smo izdali prvi sveženj informativnih izračunov dohodnine (IID) , in sicer tistim, ki boste dobili vračilo dohodnine (oz. nimate doplačila). IID bodo v vaših nabiralnikih v prvih dneh aprila, v eDavki pa že danes! Nakazila bodo do 29.5. Več ➡️ FURS",0.0,0.0,0.0,0.0,0.0,1.0
"Izrekel ga je dolgoletni direktor infekcijske klinike, avtor številnih znanstvenih del in strokovnih člankov. 🤷‍♂️",0.0,0.0,0.0,0.0,0.0,1.0
"A so na končno uredili zvok? Prve dni je bilo neznosno, potem pa nisem več preverjal.",0.0,0.0,0.0,0.0,0.0,1.0
"""Saj vendarle samo en človek ne more vsega vedeti, vsega znati, vsega čutiti."" Vera Ban Že prva novinarska konferenca potrjuje besede Vere Ban!",0.0,0.0,0.0,0.0,0.0,1.0
"verjetno se je izkazalo, da z rokavicami ne znamo.....",0.0,0.0,0.0,0.0,0.0,1.0
"Žalostno je gledati razpad turizma na HR. Umag prazen (ne me vprašat, kaj tam počnem), veliko hotelov zaprtih, tudi kafiči na plaži in... free ležalniki. Hrenovke pašejo v ta bizarni kontekst. 🤷‍♀️",0.0,0.0,0.0,0.0,0.0,1.0
To je odstop za pristojnega ministra in predsednika vlade.,0.0,0.0,0.0,0.0,0.0,1.0
"Kaj pa tisti ki načeloma ne zbolevamo za gripo? Jaz jo imam ful poredko, na 5 let enkrat, pa še to ne obležim več kot za eno popoldne.",0.0,0.0,0.0,0.0,0.0,1.0
"zaprite vse, vsakemu dajte 500€ mesecno, oprostijo naj placevanje elektrike, plina, komunale,.... vlada naj dela pa RTV pa reseno, bomo ze nekak",0.0,0.0,0.0,0.0,0.0,1.0
"Podpiram ukrepe vlade, vendar smo za zadnji odlok, ki je bil sprejet na dopisni seji vlade zvedeli v nedeljo ob 19h na TV, ob polnoči je stopil v veljavo, v uradnem listu pa smo ga lahko brali v ponedeljek. Prekratek čas, da bi se ljudje na to pripravili!",0.0,0.0,0.0,0.0,0.0,1.0
". in Marta Keršič se bosta udeležili maše in spominske slovesnosti ob jami Macesnova gorica v Kočevskem rogu v spomin na izvensodno umorjene po drugi svetovni vojni. Minilo je 75 let, a nezaceljene rane ostajajo.",0.0,0.0,0.0,0.0,0.0,1.0
Vsak dan je 8. marec. Pravica je za vse ali pa je ni.,0.0,0.0,0.0,0.0,0.0,1.0
Kje se da dobiti učbenik za uvajanje diktature.Hvala za odgovor.,0.0,0.0,0.0,0.0,0.0,1.0
"Da imajo želodec za to, potem, ko so se prej tedne norčevali iz tistih, ki so se pripravljali in opozarjali.",0.0,0.0,0.0,0.0,0.0,1.0
"tolk enih komentarjev, noben pa ga ni dejansko vprasal :)",0.0,0.0,0.0,0.0,0.0,1.0
"Nadzor je dovoljen samo za eno postavko: preverjanje PRIDOBITNEGA DELA V ČASU BOLNIŠKEGA STALEŽA. Gibanje, nakupovanje in podobno je dovoljeno, saj oseba v bolniškem staležu ni v zaporu in nima manj pravic. Nepridobitno lahko počne, kar želi, tudi potuje.",0.0,0.0,0.0,0.0,0.0,1.0
"Mislim, da posli njemu čisto lepo laufajo, za kar je tudi sam odgovoren. A je Zahović zato, ker ga sicer rad cukne in se druži s ""sumljivci"", slab športni direktor? Zame ne.",0.0,0.0,0.0,0.0,0.0,1.0
Ob vsakem takem poročanju pomislim na to. In maske bi morali imeti ...,0.0,0.0,0.0,0.0,0.0,1.0
Kaj pomeni tveganje razširjanja 5/5. Gotovo nič dobrega!,0.0,0.0,0.0,0.0,0.0,1.0
"Zakaj se regular joe, torej ne fitnes trenerji, snemajo in dajejo posnetke, kako vadijo doma, na Instagram? Res ne razumem.",0.0,0.0,0.0,0.0,0.0,1.0
Komentar po večnem derbiju Maribor vs Olimpija: Štajerci bodo imeli vse manjšo pravico do novega spodrsljaja. Piše: plts,0.0,0.0,0.0,0.0,0.0,1.0
"V ŽIVO 🎶 Ob 19.00 se selimo v New York v Metropolitansko opero 🇺🇸, kjer bo Gershwinova ameriška operna mojstrovina uprizorjena prvič po skoraj treh desetletjih. 📻",0.0,0.0,0.0,0.0,0.0,1.0
"Japonska je uspešno ""nadzorovala"" širjenje koronavirusa, dokler so bile v igri letošnje poletne olimpijske igre. Ko so bile preložene na prihodnje leto, pa je virus spet nenadzorovan. Hm? Bomo videli, kaj bo v Južni Koreji po volitvah.🧐",0.0,0.0,0.0,0.0,0.0,1.0
"Vremenska napoved za 10.02.2020 ob 18:00 Zvečer in sprva ponoči bo pretežno oblačno s krajevnimi padavinami. Do jutra se bo delno zjasnilo, le v severih krajih bo še bolj oblačno. Ponek ...",0.0,0.0,0.0,0.0,0.0,1.0
"Imate vso pravico do svojega mnenja, v demokratični državi pa je prav, da gredo stvari skozi ustrezen parlamentarni postopek. Odlov divjih zivalo je obcutljiva tema in jaz tega ne bi dajala v isti svezenj, ce se mudi. Ravno tako prenosa uredbe, ki ni vsebinsko povezana z epid.",0.0,0.0,0.0,0.0,0.0,1.0
"Delam v zdravstvu. Za marec sem dobil 65% na placo, za april sem dobil 100% na placo in za maj bom dobil 100% na placo. Vec kot zadovoljen. Zakaj bi se izplacevali? Hvalezen sem za tako gesto vladi. Hvala vladi!!!",0.0,0.0,0.0,0.0,0.0,1.0
HAAS 2020: VF-20 se tudi uradno predstavi F1slo f1si,0.0,0.0,0.0,0.0,0.0,1.0
"Mimogrede, predlog za poslovno idejo. Ja vem, na Kitajskem take delajo za vaskim vogalom, ampak globalizacija ni več in. Made in Slovenija izdelek bi bil odličen. Kdo bi se lotil projekta?",0.0,0.0,0.0,0.0,0.0,1.0
"Vožnja po mokri in spolzki cesti zahteva umirjeno in natančno upravljanje z volanom, piše Jure Gregorčič iz Pnevmatike v dežju namreč poleg zagotavljanja oprijema dobijo še eno zelo pomembno nalogo - odvajanje vode. 👇👇",0.0,0.0,0.0,0.0,0.0,1.0
Veljajo prometni predpisi le za Slovence?,0.0,0.0,0.0,0.0,0.0,1.0
"Izkušeni kapetan Damjan Trifković je v slovenskem nogometu doživel marsikaj. Tistega, kar je s knapi izkusil jeseni v še ni. A ostaja optimist in pojasnuje, zakaj je šlo Rudarju tako slabo.",0.0,0.0,0.0,0.0,0.0,1.0
"V tržni ekonomiji žal brez barantanja ne gre. Kadar barantamo za svoj denar, je naš nadzornik zgolj življenjski partner (malo za šalo). Tisti, ki barantajo z javnim denarjem, pa morajo biti pod poštenim institucionalnim nadzorom. Institucij (regulatorjev) imamo več kot dovolj.",0.0,0.0,0.0,0.0,0.0,1.0
Velenjski New Yorker razhudil Jelinčiča: Navodila za nakup kar v srbohrvaščini,0.0,0.0,0.0,0.0,0.0,1.0
Sveti oče: Mednarodne razstave prispevajo k rasti kulture srečanja,0.0,0.0,0.0,0.0,0.0,1.0
"Uno, ko na AKOSovem portalu za investicije vidiš telekomovo namero za optiko v Škofji Loki, v opisu pa med drugim tud tvoja ulca 🤯🤯🤯",0.0,0.0,0.0,0.0,0.0,1.0
"Če vaši uslužbenci morajo nositi rokavice, jih zagotovite dovolj, da si jih bodo lahko menjavali za vsako stranko",0.0,0.0,0.0,0.0,0.0,1.0
"Med do zdaj potrjenimi okuženimi športniki z novim koronavirusom je največ nogometašev. V Sloveniji je znan en primer športnika, gre za hokejista Sija Acronija Jesenic.",0.0,0.0,0.0,0.0,0.0,1.0
"Bob Dylan je pred nekaj tedni po osmih letih oboževalce presenetil s kar 17 minut dolgo avtorsko pesmijo o atentatu na predsednika Kennedyja, zdaj pa je poskrbel za dodatno presenečenje in izdal skladbo z naslovom I Contain Multitudes.",0.0,0.0,0.0,0.0,0.0,1.0
"Kurjenje pod ekonomloncem / že piska / tvit po intuiciji , kar bo , pa bo via",0.0,0.0,0.0,0.0,0.0,1.0
Seveda to kar imenujem judovski zaplet ni nujno pogojeno z genomom.,0.0,0.0,0.0,0.0,0.0,1.0
Predavanje pred Knjižnico Brežice: Alkoholizem v družini,0.0,0.0,0.0,0.0,0.0,1.0
"Dr. Predalič brezkompromisno: Pod naslednjo vlado ne bo prireditev z rdečo zvezdo, ne ideološko (YU) profiliranih policistov! via",0.0,0.0,0.0,0.0,0.0,1.0
"Kaj blodite? Svoje seksualne fetiše imejte, ne pa mi smetit tule, ker vas bom vsak hip blokiral.",0.0,0.0,0.0,0.0,0.0,1.0
Je pa na Grenlandiji še kar frišno danes,0.0,0.0,0.0,0.0,0.0,1.0
"""Krušna mati"" Naslov novega krimiča Tadeja Goloba v katerem junakinja ubija za kocko kvasa.",0.0,0.0,0.0,0.0,0.0,1.0
"Njam hrana, vzdušje, minimalizem lokala (ko’ v prvem Tildosu😆), lastnika. 💗",0.0,0.0,0.0,0.0,0.0,1.0
"Pred 30 leti je maja JLA želela razorožiti TO. Nekatere občine (denimo litijska 👇👇) so se uprle in vodstvu TO naložile, naj ne preda orožja. No, v Litiji je bilo tako, da je TO še pred zasedanjem skupščine del orožja prepeljala v skladišče JLA. Na srečo samo en tovornjak.",0.0,0.0,0.0,0.0,0.0,1.0
"Ker vsi zelimo, da bi jih bilo cim manj, ostanimo doma in skusajmo pomagati pri upocasnitvi sirjenja korone...potem bo cas za politiko in leve-desne",0.0,0.0,0.0,0.0,0.0,1.0
Paloma in Tosama lahko v enem dnevu izdelata 10.000 mask. Samo organizirati se je treba.,0.0,0.0,0.0,0.0,0.0,1.0
"Točno tako. Vsak izmed nas se mora boriti proti korupciji. Tudi proti majhni. In ti zastonjkarski obiski koncertov, darila itd. so korupcija. Mala korupcija. Z močjo in položajem pa se zneski zlorab samo povečajo. Modus operandi ostaja enak.",0.0,0.0,0.0,0.0,0.0,1.0
"Ja, naslednji dan pa ogled parcel tik pred spremembo namembnosti.",0.0,0.0,0.0,0.0,0.0,1.0
"TAKO je videti Tanja Žagar takoj, ko se zbudi (FOTO)",0.0,0.0,0.0,0.0,0.0,1.0
"hm. tole je za prvo silo. je pa treba počakat, da naloži hi-res",0.0,0.0,0.0,0.0,0.0,1.0
Ob 14.15 bo pri Ellen gostovala Hillary Clinton:,0.0,0.0,0.0,0.0,0.0,1.0
Razen seveda. Ki je najpametnejša. Ker podpira vlado v taki dominantno moški sestavi.,0.0,0.0,0.0,0.0,0.0,1.0
V neposrednem soočenju s Sandersom Biden ni naredil nobene resne napake,0.0,0.0,0.0,0.0,0.0,1.0
"Pa saj drugače mu kar dobro gre s temi nažiranji, ampak 4,5 kg Toblerone pa pač ne more biti izziv za tipa. :)",0.0,0.0,0.0,0.0,0.0,1.0
Okužena Slovenca s križarke sta zdrava in doma,0.0,0.0,0.0,0.0,0.0,1.0
"""Podn"" , rečemo na Štajerskem. Moralno in etično pa so že ali pa slej ko prej bodo ""kanta brez dna""!",0.0,0.0,0.0,0.0,0.0,1.0
Stranko Slovenskega Naroda!,0.0,0.0,0.0,0.0,0.0,1.0
Vsake tolk mi lajf vrže res kako hinavsko osebo na pot. Ugotovila sem da je daleč najlažje njej pustit mislit da igrava človek ne jezi se medtem ko jaz v resnici igram šah.,0.0,0.0,0.0,0.0,0.0,1.0
"Predno pos terminal obdela podatke, predno se folk izvoli podpisati, predno kartico pripravi in pospravi... Veš ti, da se da s tega ves profil človeka narediti? Kaj kupuje, kdaj, kje, kam potuje, kje tanka, kje parkira, kolikorat... Hebo varstvo osebnih podatkov...",0.0,0.0,0.0,0.0,0.0,1.0
"Saj mi je, vendar tu pisemo o kriteriju, ki ga mora nekdo (verjetno uradnik) preverit. Ucinkovito ga lahko preveri ce je stvar enostavna. V nasprotnem primeru pogoj ni ucinkovit. Ne vedim pa nikakrsne ovire v tem, da bi res aktivni clani placali tudi clanarino. Zakaj ne?",0.0,0.0,0.0,0.0,0.0,1.0
"Potres ob 7.27 v bližini Bizeljskega magnitude 2,1. Več na Ste čutili potres? Izpolnite",0.0,0.0,0.0,0.0,0.0,1.0
In zakaj bi rabili vojsko na meji? Imamo dovolj policistov... Je pa res da če ne bi trebalo nas državljane opeharit bi potem lahko še bolj čuvali mejo,0.0,0.0,0.0,0.0,0.0,1.0
Danes rojstni dan praznuje legenda Olimpije Danilo Popivoda. Vse najboljše! 🎂,0.0,0.0,0.0,0.0,0.0,1.0
"Mi smo morali danes dvigniti vso gradivo, navodila za učenje pa bodo sledila preko e-asistenta 🤓",0.0,0.0,0.0,0.0,0.0,1.0
"To je bolj problem v večjih mestih. Grem pa sicer teč v času, ko skoraj nikogar ne srečam. :)",0.0,0.0,0.0,0.0,0.0,1.0
Očitki glede dvojne kakovosti izdelkov so utemeljeni ...,0.0,0.0,0.0,0.0,0.0,1.0
Glede preplačil poglejte v svet. Pa mi povejte katera država ni preplačala.,0.0,0.0,0.0,0.0,0.0,1.0
"Protikoronski zakonski paket sprejet, ampak......",0.0,0.0,0.0,0.0,0.0,1.0
"Mi smo se lani dobili maturanti 76 letnika. Naš razred. Tudi ponosni, da smo se vsi poznali. 😁 Pa še vsi živi.",0.0,0.0,0.0,0.0,0.0,1.0
"Če to reče neki hrvat je OK, ko predlaga naša stroka je pa takoj težko ...",0.0,0.0,0.0,0.0,0.0,1.0
"Bili so podatki Surs-a on kulturnem prazniku. V top 3 ali top 5 v Eu, dalec nad povprecjem V EU.",0.0,0.0,0.0,0.0,0.0,1.0
A je imela že partnerja ali ji je kdo drug nos razbil že? slika,0.0,0.0,0.0,0.0,0.0,1.0
"...hm...v MB smo navadno prvi pri ""bolanih"" idejah,kockah,usrajah....",0.0,0.0,0.0,0.0,0.0,1.0
Tudi danes poostren nadzor spoštovanja omejitev prehajanja občinskih mej,0.0,0.0,0.0,0.0,0.0,1.0
"31 let, subkultura, slišal parkrat 😏",0.0,0.0,0.0,0.0,0.0,1.0
"to je samo navidezno,tako vas poskušajo strpati v klop s Francozi, Nizozemci in Nemci ...",0.0,0.0,0.0,0.0,0.0,1.0
"To je maškarada, ki z Jezusom nima nobene zveze. On je nase prevzel simbolni mandat in to plačal s smrtjo na križu. Tole pa je norčevanje iz njega.",0.0,0.0,0.0,0.0,0.0,1.0
Super ideje in namigi. Da malčkom ne bo dolgčas. mismosmarje ostanidoma,0.0,0.0,0.0,0.0,0.0,1.0
"Hvala, res pošten namen. Če bi bila vse življenje med onimi, ki jim je bilo nerodno vprašati, zdaj nič ne bi znala. Tako pa sem vedno vprašala, smo razčistili in potem sem eno stvar več vedela. Eni so se pa vedno delali, da vse vejo. Tudi taki, ki so to epidemijo zgrešili.",0.0,0.0,0.0,0.0,0.0,1.0
Mene je po nekaj kritičnih tvitih blokiral.,0.0,0.0,0.0,0.0,0.0,1.0
"Za kar dvajset zaščitnih mask za različne namene; tudi za koronavirus, odlična cena!",0.0,0.0,0.0,0.0,0.0,1.0
"Možinova knjiga ni prelomno delo in je še močno kranjskocentrično. Primorci, Štajerci itn mamo drugačno domovinsko izkušnjo in smo štufi tega da se Kranjske zdrahe ima za vseslovenske.",0.0,0.0,0.0,0.0,0.0,1.0
To so dopustili sredi naše civilizacije: Ženske niso zaželjene na prvi petkovi molitvi po otvoritvi džamije! via,0.0,0.0,0.0,0.0,0.0,1.0
"Če obrekovanec ne reagira, bo obrekovalec trdil, da je to zato ker ima prav. Ajnfoh.",0.0,0.0,0.0,0.0,0.0,1.0
"kater 2, katerih 1? ... tega ne razumem. sicer pa nezmah ni ponudil neke opcije razsvetljenja.. cesar se ne bi slisali.",0.0,0.0,0.0,0.0,0.0,1.0
"Torej se trudimo za kaj več, ne pa ponavljanje v nedogled",0.0,0.0,0.0,0.0,0.0,1.0
Zakaj me je zbodlo ime Ivo Lola Ribar? Mi znaš pojasniti?,0.0,0.0,0.0,0.0,0.0,1.0
"V resnici ne razumem, zakaj se SMC ne priključi SDS. Optimizacija procesov. Tako bo tudi Desus lažje stopil na pot konsolidacije z SLS. Za ohranjanje vtisa EPP sredinskosti bi še naprej skrbela NSi. Defragmentacija slovenske desnice. Verjetno tudi revitalizacija.",0.0,0.0,0.0,0.0,0.0,1.0
VIDEOKOMENTAR: Delova komentatorja Ali Žerdin in Janez Markeš razpravljata o aktualnem političnem dogajanju. odsrededosrede,0.0,0.0,0.0,0.0,0.0,1.0
"Ah no! 🤣😂 Člani in članice Šahovske zveze Slo morajo biti ravno ta zadnji, ki so jih korona ukrepi kakorkoli prizadeli. Ravno nasprotno! Igranje šaha je v času karantene pravgotovo dobilo pospešek!",0.0,0.0,0.0,0.0,0.0,1.0
Valverde ne more prehvaliti izjemnega Lionela Messija. ⬇️💣🔥⬇️ Messi FCBarcelona valverde,0.0,0.0,0.0,0.0,0.0,1.0
"Mojster ostaja mojster, tudi takrat, ko ne doseže zadetka ... 👏👏👏",0.0,0.0,0.0,0.0,0.0,1.0
